Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,
China,CHN,Military expenditure (current USD),MS.MIL.XPND.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11251332630.388,9926349250.81692,9802375366.07312,12244267842.2149,12360225860.6446,9867120066.27418,12385129474.9875,14275400819.9732,15699586768.5755,17031780199.6918,20473915094.7667,22237140151.2145,26561462998.2924,30284127409.9972,33144000481.4458,37904571826.996,42789953650.9024,51453373233.8486,62136590754.5887,78840802819.8629,96601666752.9542,105522648101.838,125286373164.011,145127609596.207,164070469321.744,182109204619.08,196538827230.79,198538361427.554,210443034740.968,232530595985.266,240332555458.151,257973429833.565,285930518056.053,291958428460.21,
Cote d'Ivoire,CIV,Military expenditure (current USD),MS.MIL.XPND.CD,,,8766845.9761483,8064779.44297515,11190603.484514,12902909.8877422,13269401.4116038,14711322.3116979,15305071.3953911,16156269.5942853,17727738.121511,23968971.0774416,31742504.8010539,28713844.1107457,41129183.0248645,45886157.1626546,52462858.3385646,51449039.4008466,86764810.153508,102735025.056177,118473116.243847,92002752.7223615,86425689.1231444,76251882.8759323,70164798.8245983,69565043.1929627,96559112.4612337,122780223.400114,128102253.498429,129676998.695957,143973702.091712,144168701.946425,156797334.260197,148635238.360944,84071649.2106519,,102660140.122607,93525611.2625478,,,,,,213007570.543703,250811588.441845,249872978.076395,267360247.853277,323619193.476705,368910574.915421,420059044.529063,387692139.954006,357330259.014212,407596534.123237,430003610.836489,521260529.25103,569671621.544538,602538731.235354,501578732.245649,607848217.884494,535951382.180975,607155889.9682,637656912.817499,607245699.55657,
Cameroon,CMR,Military expenditure (current USD),MS.MIL.XPND.CD,,,,,,,,,,,20339866.0651295,21501256.5551504,24894059.3902265,31636823.7104568,34625371.3051245,46770377.9052134,48470391.2952501,55167290.7847607,71436168.327011,88354754.0921954,99867474.4414994,120247597.808126,131616586.428732,129898757.695517,127243641.82288,116190293.881312,145411861.18635,163128000.878428,154370685.71889,146869357.508276,180577745.946045,178198343.181842,183796639.112629,168175220.632639,94517340.4418188,113575532.707734,116936303.640686,118711118.801924,137245911.531786,144704636.518818,123034343.854287,124301708.367495,145626610.501185,188499655.884377,221107924.699736,223084623.143015,256927843.33225,296698917.304968,346586125.657373,343265153.985929,354054397.842016,347477885.670932,354447463.111647,392840630.898917,401529118.101393,353815494.553489,387437830.87299,408157575.13556,429892180.57235,422294771.980244,393299390.063774,443336832.005677,416638021.640202,
"Congo, Dem. Rep.",COD,Military expenditure (current USD),MS.MIL.XPND.CD,,,,58217821.7821782,49818181.8181818,78909090.9090909,78363636.3636364,45907648.6811277,50479041.9161677,72455089.8203593,102395209.580838,101796407.185629,94011976.0479042,102395209.580838,189221556.886228,173652694.610778,120795356.005498,161471103.327496,214951895.990555,190944707.620256,152183674.978539,71671583.9625418,147162426.614481,78919799.7904784,53403541.4105844,40371344.1672132,67436312.9447526,28297227.672553,214939929.101904,67494749.0973167,45933813.550475,43891987.2097209,85527294.3626357,469173805.489934,,,89269879.9838198,83825040.9227607,26629667.191379,149277860.267765,132883821.703899,,,78708031.879861,137637805.525238,165205060.897896,205102086.576592,205217223.028544,159998426.584992,122378010.980679,183682097.50826,238787546.588275,332493979.374942,374475653.351818,341224634.406213,491276877.079054,395733745.247056,295236074.31758,295348364.63547,352709565.59682,362091615.539271,306078782.560613,371081599.85082,
"Congo, Rep.",COG,Military expenditure (current USD),MS.MIL.XPND.CD,,,,,,,,,,,13100436.6812227,13749473.4089688,12744615.6776231,19426710.1561764,24137429.6337841,33493068.5492714,34337727.5580665,36633018.5607294,37960435.3529266,52566260.1893551,57416698.2203711,63535260.9750084,72427162.0116492,,49423627.4965271,55646692.4718929,,100513414.321697,,,,,125617699.061551,109477580.051066,,,,,,,,54445943.5309718,70704230.2019547,93776668.9607708,124298437.396481,100916074.52964,126569641.798466,168079588.204487,207724344.301649,,218390920.636331,,,367057295.47164,704893729.407907,,501812144.937836,371937055.076808,292260465.250187,299953238.969346,298382191.947452,313055831.486947,265847972.729665,
Colombia,COL,Military expenditure (current USD),MS.MIL.XPND.CD,75960813.8658628,97313432.8358209,153596253.410634,170000000,190000000,185202863.961814,172592592.592593,178541884.961121,141184847.796596,131638962.82354,162662459.131057,263898574.646672,170587589.638519,173879934.001777,194904101.810536,227942151.191927,229146910.551999,280082338.769106,360663621.062755,467687274.675792,611248236.580563,638643433.259008,667866120.930581,859813605.599187,889730898.558775,716735060.992748,679498200.874082,721331206.436748,862374404.192878,865205662.784133,889979074.541223,911467589.191922,1102357226.95915,1529432893.23516,2005122887.75573,2619338187.12438,4318552315.54274,2988711260.69275,3389806737.53892,3247296766.36887,3027922793.23722,3264438192.23092,3347522601.66757,3278369502.89299,4056896991.18546,4914190181.96076,5326664238.46108,6775762766.50516,9051130501.95405,9033202672.52324,10422054493.6452,10306578505.9573,11706271912.7386,12503812627.422,11845950895.3824,9127165374.88958,8675980822.76398,10018029817.5824,10134719590.5505,10167547855.5704,9554131505.35102,10180134292.0766,9937702304.66253,
Comoros,COM,Military expenditure (current USD),MS.MIL.XPND.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cabo Verde,CPV,Military expenditure (current USD),MS.MIL.XPND.CD,,,,,,,,,,,,,,,,,,,,,,,,,3687650.14214536,3394021.93782283,4454431.91020264,4967860.70118594,5078572.17192216,,,,3557902.66048787,2735413.40800183,3431398.8872987,6206630.03410394,4261939.78799271,4099737.38069711,4513154.87863892,5004734.20803463,6801072.79821535,4638556.1722985,4520858.93759388,5782831.64283594,6452150.49162459,7082416.5475926,6985154.83949502,7943659.59432723,10758715.9680387,8402927.29263226,8239369.29189467,9757536.56239718,9736385.83866217,9815671.63454704,10048862.0699012,8922219.45508732,10171216.502214,9354384.16628162,10714071.127336,9728061.08978655,11279268.103582,11213723.4293559,10250668.2732186,
Costa Rica,CRI,Military expenditure (current USD),MS.MIL.XPND.CD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Caribbean small states,CSS,Military expenditure (current USD),MS.MIL.XPND.CD,,,,,,,,,,,,,,,,,74059004.8404515,70219123.7172855,,,,104567945.160789,,,,,,,,,,,,77754357.771459,71806248.6415455,,,,,,,82145538.4050143,100872444.795026,113479984.390393,162040671.457402,186300164.353106,219665997.248799,246993485.9891,319035957.238302,301655230.458429,305046766.21831,327552252.609306,355159679.723903,392549709.739549,369393892.776193,392109174.656916,427200740.146199,427927004.576029,460770979.396216,530172811.55884,509607950.851286,528549870.439032,524059576.371994,
Cuba,CUB,Military expenditure (current USD),MS.MIL.XPND.CD,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,,,,,,296933962.264151,62047619.047619,78557142.8571429,76587443.9461883,83365638.7665198,89057268.722467,92462555.0660793,94277533.0396476,93744493.3920705,126872246.696035,119383259.911894,125638766.519824,118370044.052863,123658947.448659,122552919.006641,128609126.95598,,,,,
Curacao,CUW,Military expenditure (current USD),MS.MIL.XPND.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cayman Islands,CYM,Military expenditure (current USD),MS.MIL.XPND.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cyprus,CYP,Military expenditure (current USD),MS.MIL.XPND.CD,,,,,,,,,,,,,,,,,,,,,,,,,,30737332.9129284,48729244.323958,199500731.141773,243815864.399297,244995663.322357,411409063.265004,418387368.734114,630127106.011074,268277271.620148,298469126.876729,298833385.510591,448075909.330522,534141188.663451,483748645.108205,289970366.968818,281160374.253609,327627160.291588,242483490.995524,288427605.802032,338474566.321656,380875028.849392,387703671.961883,405176368.466016,453803054.161936,471352781.092544,477587428.563861,479735318.444996,414496321.441512,384925361.045941,357806822.598924,327891760.008872,295355009.95355,359061651.016244,450408979.851988,463613972.234662,483415023.367149,541804635.761589,494238390.535731,
Czechia,CZE,Military expenditure (current USD),MS.MIL.XPND.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,815585466.91913,938252776.610121,1065352458.67667,1123923830.99588,988324331.827474,1166099773.24263,1205931869.98831,1157294084.7289,1182519922.28272,1494390396.62782,1885706689.35446,2042085930.62981,2439538514.19603,2449963709.7488,2707677752.20881,2918695853.37137,2718559513.1931,2497902954.71325,2474313259.0035,2220610394.58562,2148784401.09143,2022883295.19451,1779887189.3897,1954935000.04528,2077722060.82334,2710017583.30521,2910252496.6203,3252505061.81881,3935630965.0053,4005428325.66409,
Germany,DEU,Military expenditure (current USD),MS.MIL.XPND.CD,2715197279.72744,3074753151.23869,4055355090.25919,4688620297.63257,4601309875.48072,4686319021.35024,4766403435.97555,5037954037.29127,4544109352.20696,5150518690.86432,5805254072.21292,6829977561.04103,8478070553.99355,11237904808.0976,12965199626.6718,14381443615.8645,14549820054.759,16288883939.3182,20159786212.0464,23323130253.4145,25125769751.6542,21738730858.1498,21037571076.4261,20828212902.3652,18943609976.0043,18752463333.1256,26065367271.4253,32131496921.4192,33036667268.8106,31631605144.5129,39834666879.765,37196729730.2406,39502452271.2667,35030537589.3725,34197705639.6682,38742699102.5497,36701189772.0008,31267710403.0556,31200768077.9981,30690158425.5813,26497593164.3887,25815401959.2283,27611355672.4383,32997363017.1296,35776573894.1079,30324965179.3265,35883657972.6799,40110859276.4132,45098956311.5685,44528927835.6531,43025915011.688,45163212878.2034,43798225349.2896,44242647302.8936,44662831167.6836,38170021071.3098,39909678594.2478,42281112684.641,46497675955.7617,49079444693.2378,53318705117.9756,56513126773.8884,55759747827.0381,
Djibouti,DJI,Military expenditure (current USD),MS.MIL.XPND.CD,,,,,,,,,,,,,,,,,,,45014.376466484,45014.376466484,1817455.44983429,5351084.00245328,29608206.1208298,30902369.4442413,31133068.123632,31391900.7883143,30604149.2001508,30817967.4883666,31059919.761874,31088053.7471655,31116187.7324571,31774522.9882794,33625739.2204635,31065546.5589323,30711058.3442587,29608206.1208298,24527208.3771755,26552855.3181672,26704778.8387416,26779052.5599113,26025061.7540977,26048131.6220368,33250994.5363801,41763775.805898,37355742.9904176,44847260.5938522,49515814.1131324,34518711.9136174,36274835.2755161,,,,,,,,,,,,,,,
Dominica,DMA,Military expenditure (current USD),MS.MIL.XPND.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denmark,DNK,Military expenditure (current USD),MS.MIL.XPND.CD,161137605.434377,170837712.859447,224550248.004239,239028020.280463,255387902.952597,285791224.732668,301137663.345466,323292901.356134,345466666.666667,352000000,395600000,430225386.933537,487244020.612178,581866269.939664,732087482.977571,931928334.624053,945240875.960708,1063101451.06185,1322665931.65078,1529188589.15483,1617653843.01465,1446085209.66902,1400430126.10952,1374960497.49644,1259583260.91574,1259295609.82975,1647882397.58052,2141274092.44012,2320423440.13917,2183667160.04257,2649889473.4801,2671946670.50212,2837745376.59063,2682011246.24842,2718790041.74167,3117966146.47015,3086224944.68559,2804317082.69866,2846065338.17452,2784881254.0853,2392510831.18689,2525225824.9007,2694082493.21381,3199158427.7901,3578832460.36595,3468452919.92043,3896730667.68907,4175652589.23159,4788030120.84823,4337355690.401,4503492126.71228,4518590126.86474,4422458083.58423,4216647585.33628,4056861510.68455,3364047774.07406,3592727943.77381,3764033343.56355,4558690186.91182,4487779277.25296,4887155963.30275,5273695928.75318,5467946573.71139,
Dominican Republic,DOM,Military expenditure (current USD),MS.MIL.XPND.CD,38300000,36300000,38000000,39000000,42500000,40200000,37200000,35800000,37300000,35600000,35900000,36600000,39500000,42000000,57600000,65900000,76200000,86500000,103000000,120000000,105000000,125000000,126000000,126000000,139000000,61042019.3985112,82290924.2407027,59327500.2861037,47296368.7644376,53517350.1577287,47798904.4373805,33894298.9505531,63127240.8448279,95993941.2108112,100956679.660489,84449968.3763072,107001292.233531,150664189.828608,159053096.301731,175000467.782275,246810843.740481,305900327.992638,271663317.176971,155802495.564486,152878466.844661,272200481.144258,259240325.136752,274775680.76273,333538881.607062,320855289.20837,354856781.373805,348559830.088199,396187178.568069,383380254.0656,437572465.844162,458007157.526361,479722172.766986,533073157.821471,593678722.089905,613299023.334698,599052525.398084,581619424.687292,760763241.92143,
Algeria,DZA,Military expenditure (current USD),MS.MIL.XPND.CD,,,,66436300.1462409,99856999.9149291,105528391.390828,104515642.912989,99249350.8282257,99249350.8282257,99249350.8282257,98844251.4370901,99946261.0734758,109942841.328331,136757097.791798,260168630.030497,332252159.18327,480640373.503177,471669447.954548,627852442.068635,711681247.356142,890174464.813874,806569334.609262,932452707.749462,952430671.56699,929290821.271549,953299653.924182,1127103217.13537,1196971384.03296,1028611425.29633,854300945.251138,904269155.155841,565098062.567328,1053301642.69261,1276911083.12558,1334911647.6746,1234655191.58587,1452431007.74627,1752395277.54721,1910962052.4694,1826496569.97712,1881163649.11945,2091627274.4933,2100602520.77322,2206395762.00013,2802224794.13161,2924820166.95712,3093978245.36867,3945815125.46831,5172336907.04026,5280588155.94226,5671309117.30702,8652237040.00252,9326287144.03632,10161588239.1481,9724379971.92326,10412714002.8964,10217081699.5693,10073364021.3013,9583724288.3703,10303600575.2107,9708277440.22726,9112461105.34894,9145810174.20728,
East Asia & Pacific (excluding high income),EAP,Military expenditure (current USD),MS.MIL.XPND.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17665681584.6764,17285151838.2163,18192474095.922,21929203270.1061,23172737409.261,22820772366.1986,27128681546.8552,30389214801.4588,30941507587.1879,28580953118.1692,33801362944.4992,37299148017.8483,41890868874.4781,48054186821.7693,66543648274.5095,77215525222.5236,85588975622.256,62898124534.1822,77066124478.8644,95641542343.147,113515846294.834,124474398788.354,147161715370.33,171441144850.595,193307287912.06,210843546721.587,226317260875.38,228336189765.918,241877225843.742,263907926480.282,265738704944.052,286131703323.358,313615863595.402,317100374008.352,
Early-demographic dividend,EAR,Military expenditure (current USD),MS.MIL.XPND.CD,2716315241.50135,2557648223.17269,3651600091.10194,4584968644.83921,5243448945.84167,5933334004.13813,5954668237.12336,6367488919.03933,7090933516.18376,8089741306.8305,9272461193.46299,10148565007.287,11070577416.326,14789445134.5497,21472480481.8092,25929409558.2517,30568412741.8817,44641246460.4827,48939789483.9258,53395619058.5693,62640534951.1528,72445008088.6493,74513574468.6989,70372897676.0834,70380199740.1248,65878469676.2002,53647897688.1822,76247064639.821,81023540230.2329,72286691864.5989,81016290423.9333,83560811626.4983,85189164556.7098,69599669464.4778,70292100432.3191,71945774322.6323,74764801175.4249,85362107186.8571,88047390854.0818,90974280555.4985,97813472488.1069,98878306651.4859,90494252362.4162,109731297648.595,126362110233.022,143421596982.335,121707646365.02,142917686199.382,162008865777.788,170670570564.478,191940587721.606,208669249055.578,225523701081.369,240838244235.066,252364905688.58,252185589862.625,236175113152.971,259479709048.859,263507224155.411,253609676717.295,254339959158.327,262754489609.746,271503116803.395,
East Asia & Pacific,EAS,Military expenditure (current USD),MS.MIL.XPND.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72099412561.3837,74692500556.9425,81519691979.2602,89950413909.6935,98873571584.7469,105077258852.317,117416491487.285,116479872482.3,111694081075.575,98956644128.0139,112080488078.237,118117676746.769,115939513722.964,122587905585.521,148334476284.705,166649855494.689,180301276804.405,158996244875.004,179099385274.381,205020053055.902,226989168680.777,249871556688.369,286786396822.216,311654133575.928,323142196814.088,343004620638.717,350386283091.314,359937890605.973,376948224505.203,406100369149.14,411234934673.864,435853781207.299,475472846683.628,469217931765.316,
